Type,Airline,Year,Month,Aircraft Number,Aircraft Hours,Aircraft Kilometres,Passenger Number,Passenger Kilometers,Seat Kilometers,Passenger Load Factor,Freight,Mail,Total Cargo,Passenger Tonne Kilometer,Mail Tonne Kilometer,Freight Tonne Kilometer,Total Tonne Kilometer,Available Tonne Kilometer,Weight Load Factor
ScheduledInternational,IndiGo,2022,02,54,100.260,54.085,3682.000,2926.000,4090.000,71.540,256.144,2.000,258.144,263.202,333.085,4.000,600.287,1227.216,48.915
ScheduledInternational,IndiGo,2022,03,510,1981.140,1218.697,76830.000,187078.000,226349.000,82.650,486.505,,486.505,16836.796,1145.517,,17982.313,26049.918,69.030
ScheduledInternational,IndiGo,2022,03,52,102.230,59.895,4378.000,4645.000,5796.000,80.141,254.987,1.056,256.043,417.773,312.005,1.243,731.020,1443.551,50.640
ScheduledInternational,IndiGo,2022,04,3283,12181.540,8072.361,453283.000,1129022.000,1526979.000,73.938,3026.055,,3026.055,101611.852,7487.192,,109099.043,177100.296,61.603
ScheduledInternational,IndiGo,2022,04,62,101.040,49.748,4427.000,3400.000,5619.000,60.509,99.610,11.682,111.292,301.717,136.016,15.719,453.453,1098.950,41.262
ScheduledInternational,IndiGo,2022,05,4142,15581.320,10420.290,613545.000,1545875.000,1987723.000,77.771,2975.170,,2975.170,139128.800,7503.636,,146632.436,223409.814,65.634
ScheduledInternational,IndiGo,2022,05,264,403.430,172.000,27701.000,18969.000,25483.000,74.438,97.918,28.146,126.064,1689.798,122.127,36.905,1848.831,3401.338,54.356
ScheduledInternational,IndiGo,2022,06,4409,16686.340,11295.590,676807.000,1742586.000,2150854.000,81.018,3281.466,,3281.466,156833.273,8316.135,0.000,165149.408,243502.854,67.822
ScheduledInternational,IndiGo,2022,06,270,412.360,174.003,30809.000,21811.000,26331.000,82.834,50.857,16.129,66.986,1940.776,70.755,22.395,2033.927,3299.030,61.652
ScheduledInternational,IndiGo,2022,07,4855,18842.000,12540.670,734442.000,1891992.000,2397366.000,78.920,3408.882,,3408.882,170279.108,8721.253,0.000,179000.361,270866.650,66.084
ScheduledInternational,IndiGo,2022,07,253,371.160,150.294,30378.000,20236.000,24004.000,84.303,2.054,,2.054,1789.783,1.857,,1791.640,2559.050,70.012
ScheduledInternational,IndiGo,2022,08,4677,17751.090,12064.020,715522.000,1840442.000,2337622.000,78.731,3124.225,,3124.225,165640.441,7742.827,0.000,173383.268,264087.537,65.654
ScheduledInternational,IndiGo,2022,08,252,359.480,149.349,27890.000,18944.000,23978.000,79.006,0.337,,0.337,1670.798,2.829,0.207,1673.834,2687.471,62.283
ScheduledInternational,IndiGo,2022,09,4407,14500.180,11308.120,680361.000,1732792.000,2159646.000,80.235,3138.867,,3138.867,155951.392,7509.397,0.000,163460.789,248279.782,65.837
ScheduledInternational,IndiGo,2022,09,253,312.430,154.730,26652.000,19056.000,25145.000,75.784,3.099,0.255,3.354,1706.502,9.246,1.984,1717.732,2860.917,60.041
ScheduledInternational,IndiGo,2022,10,4462,16576.000,11150.840,706708.000,1757794.000,2149575.000,81.774,3053.093,,3053.093,158177.949,7489.697,0.000,165667.646,246113.509,67.314
ScheduledInternational,IndiGo,2022,10,262,371.350,156.604,27600.000,19194.000,24348.000,78.832,0.084,0.011,0.095,1705.291,5.966,1.299,1712.556,2793.853,61.297
ScheduledInternational,IndiGo,2022,11,4683,17197.070,11381.010,749298.000,1827849.000,2198911.000,83.125,2812.454,0.000,2812.454,164507.085,6822.612,0.000,171329.697,249588.797,68.645
ScheduledInternational,IndiGo,2022,11,248,361.670,145.239,30554.000,21245.000,22463.000,94.578,5.054,0.409,5.463,1900.636,8.852,0.935,1910.422,2579.862,74.051
ScheduledInternational,IndiGo,2022,12,4892,18209.517,11845.510,813167.000,1978264.000,2290355.000,86.374,2753.703,,2753.703,178043.510,6560.279,0.000,184603.789,260107.665,70.972
ScheduledInternational,IndiGo,2022,12,246,377.333,145.942,30061.000,21285.000,22639.000,94.019,2.303,0.070,2.373,1904.523,1.254,0.244,1906.021,2592.098,73.532
ScheduledInternational,IndiGo,2023,01,4891,18903.050,11860.230,816888.000,1981265.000,2320478.000,85.382,2409.285,,2409.285,175705.690,5682.520,0.000,181388.210,256810.412,70.631
ScheduledInternational,IndiGo,2023,01,221,356.233,135.040,25411.000,18506.000,21103.000,87.694,3.577,0.035,3.611,1660.000,6.279,0.733,1667.012,2418.289,68.934
ScheduledInternational,IndiGo,2023,02,4438,16303.917,10771.750,762694.000,1860062.000,2156351.000,86.260,2675.703,,2675.703,165114.500,6646.032,0.000,171760.532,231234.100,74.280
ScheduledInternational,IndiGo,2023,02,224,351.133,130.824,25382.000,17647.000,20151.000,87.574,0.166,0.070,0.236,1578.287,2.653,0.634,1581.574,2310.471,68.452
ScheduledInternational,IndiGo,2023,03,5053,18706.317,12417.591,833843.000,2044017.000,2490691.000,82.066,3290.485,,3290.485,181177.851,7994.000,0.000,189171.851,267876.762,70.619
ScheduledInternational,IndiGo,2023,03,250,380.850,147.880,28390.000,20293.000,23392.000,86.752,3.164,0.101,3.265,1821.000,10.926,1.190,1833.116,2706.895,67.720
ScheduledInternational,IndiGo,2023,04,5172,19164.650,12784.050,809996.000,2017314.000,2475139.000,81.503,3095.763,0.000,3095.763,179085.400,8464.570,0.000,187549.970,271609.300,69.051
ScheduledInternational,IndiGo,2023,04,254,397.133,148.070,28137.000,20132.000,22689.000,88.730,6.833,0.284,7.117,1806.369,11.336,0.944,1818.649,2700.375,67.348
ScheduledInternational,IndiGo,2023,05,5445,19972.533,13420.500,930414.000,2324782.000,2696188.000,86.225,3353.127,,3353.127,207936.275,9408.571,0.000,217344.847,285587.627,76.104
ScheduledInternational,IndiGo,2023,05,248,49.400,146.467,28941.000,20472.000,22744.000,90.011,2.931,0.537,3.468,1842.795,15.443,1.099,1859.337,2642.376,70.366
ScheduledInternational,IndiGo,2023,06,5497,20353.850,13758.000,945202.000,2407633.000,2816275.000,85.490,2577.334,,2577.334,215567.998,6149.135,0.000,221717.133,289337.329,76.629
ScheduledInternational,IndiGo,2023,06,237,352.867,137.270,28774.000,19812.000,21163.000,93.616,1.772,,1.772,1783.000,9.662,0.000,1792.662,2441.700,73.419
ScheduledInternational,IndiGo,2023,07,5828,21706.517,14693.313,991209.000,2546874.000,3034170.000,83.940,2257.582,0.000,2257.582,229218.247,5423.863,0.000,234642.111,310738.941,75.511
ScheduledInternational,IndiGo,2023,07,249,392.717,148.516,28925.000,20326.000,22992.000,88.405,6.488,0.408,6.896,1824.286,12.750,0.905,1837.941,2653.570,69.263
ScheduledInternational,IndiGo,2023,08,6116,23072.967,15655.561,991173.000,2594303.000,3199091.000,81.095,2344.762,,2344.762,233487.097,5547.867,0.000,239034.964,329829.871,72.472
ScheduledInternational,IndiGo,2023,08,230,328.933,120.640,26467.000,14916.000,18033.000,82.715,0.254,0.055,0.309,1338.445,0.250,0.097,1338.792,2091.100,64.023
ScheduledInternational,IndiGo,2023,09,5916,22420.033,15109.861,942018.000,2435947.000,3096337.000,78.672,2060.187,,2060.187,219234.723,4791.050,0.000,224025.773,317843.003,70.483
ScheduledInternational,IndiGo,2023,09,216,347.717,111.382,26117.000,14563.000,16707.000,87.167,0.462,0.002,0.464,1309.636,0.159,0.001,1309.796,1928.232,67.927
ScheduledInternational,IndiGo,2023,10,6017,22888.133,15341.666,979883.000,2526128.000,3169415.000,79.703,2181.679,0.000,2181.679,227351.127,5226.903,0.000,232578.030,323664.408,71.858
ScheduledInternational,IndiGo,2023,10,223,403.717,114.065,26507.000,14563.000,16911.000,86.116,0.025,0.148,0.173,1310.683,0.010,0.118,1310.811,1942.829,67.469
ScheduledInternational,IndiGo,2023,11,6180,23793.650,15778.056,1045823.000,2728572.000,3257403.000,83.765,2196.021,,2196.021,245571.387,5253.372,0.000,250824.758,332618.184,75.409
ScheduledInternational,IndiGo,2023,11,210,403.900,112.541,26243.000,14555.000,16728.000,87.010,0.224,0.200,0.424,1309.945,0.099,0.089,1310.133,1929.529,67.899
ScheduledInternational,IndiGo,2023,12,6391,24516.083,16339.448,1123465.000,2941324.000,3354038.000,87.695,2055.928,0.000,2055.928,264719.464,4745.342,0.000,269464.806,341740.822,78.851
ScheduledInternational,IndiGo,2023,12,226,426.717,115.830,29645.000,16395.000,17113.000,95.804,0.002,0.000,0.002,1475.558,0.960,0.000,1476.519,1966.974,75.066
ScheduledInternational,IndiGo,2024,01,5963,23099.350,15282.280,1036470.000,2729974.000,3175568.000,85.968,3355.893,10.647,3366.540,245697.223,10272.541,28.496,255998.260,321777.864,79.557
ScheduledInternational,IndiGo,2024,01,269,161.600,175.973,25657.000,14839.000,17547.000,84.567,469.032,2.454,471.486,1331.391,537.915,2.753,1872.060,3332.537,56.175
ScheduledInternational,IndiGo,2024,02,5618,21960.083,14307.148,966048.000,2507610.000,2942024.000,85.234,3435.090,9.972,3445.062,225684.587,9899.126,25.257,235608.970,302059.087,78.001
ScheduledInternational,IndiGo,2024,02,278,573.200,185.426,24636.000,13572.000,15785.000,85.980,404.813,5.119,409.931,1221.458,519.559,4.856,1745.874,3588.978,48.645
ScheduledInternational,IndiGo,2024,03,6216,23874.283,15849.024,1011857.000,2636089.000,3224942.000,81.741,4163.246,8.446,4171.692,237249.155,11935.721,20.593,249205.469,328377.919,75.890
ScheduledInternational,IndiGo,2024,03,317,710.933,238.433,26906.000,15713.000,18288.000,85.920,719.852,13.174,733.027,1414.210,1017.050,19.678,2450.938,4759.075,51.500
ScheduledInternational,IndiGo,2024,04,6042,23383.450,15532.034,1010979.000,2664613.000,3202538.000,83.203,3366.992,5.684,3372.676,239814.815,9484.723,13.086,249312.624,325507.345,76.592
ScheduledInternational,IndiGo,2024,04,333,765.633,255.776,27915.000,15691.000,18994.000,82.610,772.050,17.216,789.266,1407.602,1137.274,15.818,2560.695,3845.137,66.596
ScheduledInternational,IndiGo,2024,05,6433,24480.200,16337.753,931855.000,2930439.000,3347344.000,87.545,3606.094,6.895,3612.989,263739.236,10625.392,13.745,274378.373,341914.653,80.248
ScheduledInternational,IndiGo,2024,05,170,545.233,165.230,4268.000,2817.000,3962.000,71.100,702.689,1.575,704.263,251.252,971.153,1.954,1224.359,3367.705,36.356
ScheduledInternational,IndiGo,2024,06,6542,24981.083,16692.972,1093594.000,2870305.000,3404054.000,84.320,3330.791,6.872,3337.663,258326.528,9218.960,15.771,267561.259,349836.071,76.482
ScheduledInternational,IndiGo,2024,06,205,671.300,339.693,5451.000,3385.000,4645.000,72.874,788.495,0.294,788.789,300.017,1021.577,0.376,1321.970,4140.787,31.926
ScheduledInternational,IndiGo,2024,07,6929,26604.583,17696.724,1120074.000,2941699.000,3577183.000,82.235,3751.451,14.082,3765.533,264752.299,10201.548,31.486,274985.333,365030.429,75.332
ScheduledInternational,IndiGo,2024,07,164,532.383,159.362,5531.000,3131.000,4353.000,71.927,692.801,0.297,693.098,279.514,997.703,0.483,1277.700,3212.228,39.776
ScheduledInternational,IndiGo,2024,08,7169,27517.150,18330.529,1138708.000,3003274.000,3678993.000,81.633,3687.099,24.132,3711.231,270294.446,10018.885,56.611,280369.942,357745.156,78.371
ScheduledInternational,IndiGo,2024,08,158,464.433,145.424,5310.000,3136.000,4516.000,69.442,688.783,0.462,689.244,275.912,995.194,0.512,1271.618,2861.748,44.435
ScheduledInternational,IndiGo,2024,09,7125,27117.167,18038.090,1109716.000,2872226.000,3594938.000,79.896,3881.658,23.053,3904.711,258500.499,10827.659,56.361,269384.519,340179.258,79.189
ScheduledInternational,IndiGo,2024,09,186,617.350,187.114,5212.000,2931.000,4278.000,68.513,1093.469,0.005,1093.474,259.452,1571.558,0.002,1831.012,3848.390,47.579
ScheduledInternational,IndiGo,2024,10,7257,27764.400,18450.131,1173741.000,3044414.000,3763401.000,80.895,4173.115,14.112,4187.227,273996.499,12254.322,31.685,286282.506,352315.132,81.258
ScheduledInternational,IndiGo,2024,10,157,457.867,138.541,5133.000,3088.000,4320.000,71.481,729.109,0.052,729.161,276.622,1019.823,0.087,1296.532,2691.755,48.167
ScheduledInternational,IndiGo,2024,11,7075,27334.167,18110.311,1198155.000,3115645.000,3573551.000,87.186,3109.178,10.387,3119.565,280407.986,7957.677,20.667,288386.330,347822.760,82.912
ScheduledInternational,IndiGo,2024,11,153,429.433,138.097,5932.000,3654.000,4388.000,83.273,725.505,0.011,725.516,325.242,1070.970,0.023,1396.235,2720.134,51.330
ScheduledInternational,IndiGo,2024,12,7874,30392.800,19928.153,1335486.000,3497684.000,4034400.000,86.697,3572.676,11.709,3584.385,314791.326,9420.863,27.138,324239.327,382044.736,84.869
ScheduledInternational,IndiGo,2024,12,163,320.550,155.856,6654.000,4227.000,5000.000,84.540,962.060,1.204,963.263,376.909,1476.370,0.617,1853.896,3100.322,59.797
ScheduledInternational,IndiGo,2025,01,8050,31081.900,20352.866,1389506.000,3646063.000,4149705.000,87.863,3667.014,14.852,3681.866,328145.099,9688.080,36.713,337869.892,393269.722,85.913
ScheduledInternational,IndiGo,2025,01,153,293.833,143.628,5033.000,3222.000,4222.000,76.315,938.346,5.078,943.425,284.856,1398.146,6.779,1689.782,2807.076,60.197
ScheduledInternational,IndiGo,2025,02,7332,28284.633,18574.655,1250961.000,3281709.000,3776299.000,86.903,3952.937,10.966,3963.903,295353.580,10491.516,24.945,305870.041,356502.250,85.798
ScheduledInternational,IndiGo,2025,02,180,471.583,140.083,13087.000,8281.000,10031.000,82.554,586.225,4.152,590.377,740.488,842.166,3.476,1586.130,2713.967,58.443
ScheduledInternational,IndiGo,2025,03,8231,31657.467,20915.109,1288619.000,3390030.000,4264695.000,79.491,5036.234,10.678,5046.912,305102.573,13802.925,24.865,318930.363,400393.267,79.654
ScheduledInternational,IndiGo,2025,03,249,427.317,200.854,19061.000,12333.000,14937.000,82.567,781.265,0.701,781.967,1104.236,1246.275,0.796,2351.307,3944.478,59.610
ScheduledInternational,IndiGo,2025,04,8122,30988.717,20413.183,1328293.000,3492104.000,4214790.000,82.854,4480.010,9.639,4489.649,314289.944,12534.783,23.886,326848.613,397405.201,82.246
ScheduledInternational,IndiGo,2025,04,226,398.283,176.276,18874.000,12482.000,14406.000,86.644,714.348,0.002,714.350,1119.629,1013.150,1.006,2133.785,3431.278,62.186
ScheduledInternational,India One Air,2022,08,58,84.500,18.240,186.000,60.347,170.928,35.306,,,,5.431,,,5.431,15.384,35.306
ScheduledInternational,India One Air,2022,09,54,76.100,15.844,138.000,41.853,142.596,29.351,,,,3.766,,,3.766,12.833,29.346
ScheduledInternational,India One Air,2022,10,50,65.300,13.448,93.000,27.163,121.032,22.443,,,,2.444,0.000,0.000,2.444,10.892,22.438
ScheduledInternational,India One Air,2022,11,20,25.830,5.290,143.000,41.503,47.610,87.173,0.000,0.000,0.000,3.735,0.000,0.000,3.735,4.285,87.173
ScheduledInternational,India One Air,2022,12,44,56.500,11.630,361.000,99.164,104.742,94.675,,,,8.924,0.000,0.000,8.924,9.426,94.674
ScheduledInternational,India One Air,2023,01,14,19.833,4.072,49.000,14.111,36.648,38.504,,,,1.270,,,1.270,3.299,38.497
ScheduledInternational,India One Air,2023,03,16,13.750,2.304,108.000,15.552,20.736,75.000,,,,1.400,,,1.400,1.866,75.000
ScheduledInternational,India One Air,2023,04,34,45.483,9.464,261.000,77.270,85.176,90.718,,,,6.954,,,6.954,7.666,90.718
ScheduledInternational,India One Air,2023,05,50,75.167,16.336,330.000,124.886,147.024,84.943,,,,11.240,,,11.240,13.232,84.943
ScheduledInternational,India One Air,2023,06,60,93.233,21.202,380.000,150.073,190.818,78.647,,,,13.507,,,13.507,17.176,78.635
ScheduledInternational,India One Air,2023,07,48,70.917,15.477,258.000,96.238,139.293,69.090,,,,8.661,,,8.661,12.536,69.090
ScheduledInternational,India One Air,2023,08,58,88.250,19.929,258.000,98.499,179.361,54.917,,,,8.865,,,8.865,16.142,54.917
ScheduledInternational,India One Air,2023,09,38,55.133,11.753,166.000,61.877,105.777,58.498,,,,5.569,,,5.569,9.520,58.498
ScheduledInternational,India One Air,2023,10,16,16.000,2.304,28.000,4.032,20.736,19.444,,,,0.363,,,0.363,1.866,19.444
ScheduledInternational,India One Air,2023,11,18,18.000,2.592,43.000,6.192,23.328,26.543,,,,0.557,,,0.557,2.100,26.543
ScheduledInternational,India One Air,2023,12,18,15.000,2.592,95.000,13.680,23.328,58.642,,,,1.231,,,1.231,2.100,58.642
ScheduledInternational,India One Air,2024,01,16,16.000,2.304,49.000,7.056,20.736,34.028,,,,0.635,,,0.635,1.866,34.030
ScheduledInternational,India One Air,2024,02,16,16.000,2.304,34.000,4.896,20.736,23.611,,,,0.441,,,0.441,1.866,23.611
ScheduledInternational,India One Air,2024,03,16,16.000,2.304,54.000,7.776,23.328,33.333,,,,0.700,,,0.700,2.100,33.333
ScheduledInternational,India One Air,2024,04,12,12.000,1.728,29.000,4.176,15.552,26.852,,,,0.376,,,0.376,1.400,26.863
ScheduledInternational,India One Air,2024,05,10,10.000,1.440,22.000,3.168,12.960,24.444,,,,0.285,,,0.285,1.166,24.444
ScheduledInternational,India One Air,2024,06,2,2.000,0.288,5.000,0.720,2.592,27.778,,,,0.065,,,0.065,0.233,27.778
ScheduledInternational,Jet Airways,2015,01,4273,18061.000,12420.000,685594.000,2327329.000,2585916.000,90.000,10454.000,78.000,10532.000,192928.000,52151.000,403.000,245482.000,332478.000,73.834
ScheduledInternational,Jet Airways,2015,02,3679,15624.000,10694.000,585636.000,1974615.000,2239143.000,88.186,9644.000,88.000,9732.000,164552.000,49142.000,458.000,214152.000,290690.000,73.670
ScheduledInternational,Jet Airways,2015,03,4055,17238.000,11790.000,627406.000,2118369.000,2484258.000,85.272,11019.000,100.010,11119.010,175708.000,55729.000,518.000,231955.000,320776.000,72.311
ScheduledInternational,Jet Airways,2015,04,3996,16891.000,11610.000,610472.000,2055645.000,2453478.000,83.785,10575.000,84.000,10659.000,170005.000,51588.000,433.000,222026.000,314147.000,70.676
ScheduledInternational,Jet Airways,2015,05,4155,17483.000,12086.000,641701.000,2177646.000,2562945.000,84.967,11331.000,74.000,11405.000,179676.000,55706.000,382.000,235764.000,329005.000,71.660
ScheduledInternational,Jet Airways,2015,06,4139,17414.000,12072.000,599258.000,2085509.000,2531833.000,82.372,10925.000,75.000,11000.000,171662.000,53296.000,382.000,225340.000,323717.000,69.610
ScheduledInternational,Jet Airways,2015,07,4240,17734.000,12364.000,604029.000,2114747.000,2587643.000,81.725,10590.000,56.401,10646.401,173093.000,51936.000,293.000,225322.000,333611.000,67.540
ScheduledInternational,Jet Airways,2015,08,4196,17513.000,12256.000,640593.000,2227347.000,2580129.000,86.327,10897.000,65.000,10962.000,182484.000,53024.000,340.000,235848.000,331894.000,71.061
ScheduledInternational,Jet Airways,2015,09,3985,16872.000,11795.000,579673.000,2015892.000,2482897.000,81.191,9858.000,70.000,9928.000,167594.000,49142.000,358.000,217094.000,317725.000,68.328
ScheduledInternational,Jet Airways,2015,10,4064,17358.000,12135.000,586113.000,2018943.000,2546429.000,79.285,10419.000,68.000,10487.000,168395.000,52615.000,365.000,221375.000,324510.000,68.218
ScheduledInternational,Jet Airways,2015,11,3902,16718.000,11642.000,602041.000,2062438.000,2465836.000,83.641,10166.000,52.000,10218.000,171141.000,50806.000,282.000,222229.000,313544.000,70.876
ScheduledInternational,Jet Airways,2015,12,4044,17346.000,12045.000,654291.000,2254170.000,2580201.000,87.364,10509.000,50.000,10559.000,186137.000,52710.000,258.000,239105.000,334436.000,71.495
ScheduledInternational,Jet Airways,2016,01,4087,17485.000,12154.000,656985.000,2297463.000,2597007.000,88.466,9562.000,64.000,9626.000,190194.000,47796.000,334.000,238324.000,332168.000,71.748
ScheduledInternational,Jet Airways,2016,02,3769,16236.000,11251.000,569567.000,1990811.000,2403481.000,82.830,9381.000,63.000,9444.000,165749.000,47316.000,327.000,213392.000,306285.000,69.671
ScheduledInternational,Jet Airways,2016,03,4081,17361.000,11981.000,618227.000,2089386.000,2537451.000,82.342,10729.000,68.000,10797.000,173146.000,51437.000,356.000,224939.000,320102.000,70.271
ScheduledInternational,Jet Airways,2016,04,4088,17383.000,11959.000,624547.000,2055429.000,2511624.000,81.837,9825.000,57.000,9882.000,170202.000,46928.000,298.000,217428.000,313964.000,69.253
ScheduledInternational,Jet Airways,2016,05,4211,17800.000,12345.000,651918.000,2139231.000,2583144.000,82.815,10062.000,69.000,10131.000,177097.000,48057.000,353.000,225507.000,321280.000,70.190
ScheduledInternational,Jet Airways,2016,06,4164,17281.000,12180.000,616604.000,2089348.000,2577096.000,81.074,10600.000,76.000,10676.000,172048.000,50552.000,381.000,222981.000,315945.000,70.576
ScheduledInternational,Jet Airways,2016,07,4400,18366.000,12834.000,674454.000,2248465.000,2706778.000,83.068,10718.000,95.000,10813.000,184825.000,52475.000,496.000,237796.000,339388.000,70.066
ScheduledInternational,Jet Airways,2016,08,4423,18466.000,12985.000,699335.000,2323762.000,2775395.000,83.727,11100.000,69.000,11169.000,191307.000,52571.000,360.000,244238.000,347205.000,70.344
ScheduledInternational,Jet Airways,2016,09,4317,18012.000,12671.000,628260.000,2106656.000,2718277.000,77.500,11228.000,63.000,11291.000,175239.000,53929.000,320.000,229488.000,348084.000,65.929
ScheduledInternational,Jet Airways,2016,10,4458,18741.000,13065.000,626327.000,2102773.000,2824668.000,74.443,12265.000,77.000,12342.000,175224.000,58343.000,414.000,233981.000,372663.000,62.786
ScheduledInternational,Jet Airways,2016,11,4280,18037.000,12436.000,646963.000,2170099.000,2785628.000,77.903,12670.000,53.000,12723.000,180937.000,59323.000,257.000,240517.000,373454.000,64.403
ScheduledInternational,Jet Airways,2016,12,4624,19443.000,13395.000,774266.000,2549747.000,2996514.000,85.090,13667.000,58.000,13725.000,210795.000,64186.000,289.000,275270.000,405846.000,67.826
ScheduledInternational,Jet Airways,2017,01,4657,19590.000,13368.000,786144.000,2592027.000,3027100.000,85.627,13319.000,64.000,13383.000,213326.000,61081.000,314.000,274721.000,409770.000,67.043
ScheduledInternational,Jet Airways,2017,02,3801,16148.000,10995.000,632635.000,2125944.000,2570934.000,82.692,13299.000,63.000,13362.000,177398.000,61151.000,372.000,238921.000,353935.000,67.504
ScheduledInternational,Jet Airways,2017,03,4192,17707.000,12107.000,667415.000,2215857.000,2841589.000,77.980,16581.000,70.000,16651.000,184507.000,75331.000,429.000,260267.000,396516.000,65.638
ScheduledInternational,Jet Airways,2017,04,4172,17476.000,12044.000,662210.000,2212034.000,2816703.000,78.533,15610.000,91.000,15701.000,183147.000,69480.000,541.000,253168.000,390283.000,64.868
ScheduledInternational,Jet Airways,2017,05,4097,17196.000,11833.000,696427.000,2313678.000,2804751.000,82.491,16222.000,114.000,16336.000,191293.000,73753.000,668.000,265714.000,397457.000,66.854
ScheduledInternational,Jet Airways,2017,06,4135,17334.000,11977.000,655048.000,2273822.000,2789897.000,81.502,16034.000,108.000,16142.000,186995.000,72877.000,627.000,260499.000,389992.000,66.796
ScheduledInternational,Jet Airways,2017,07,4258,17839.000,12352.000,704946.000,2378291.000,2875769.000,82.701,15353.000,99.000,15452.000,195268.000,70495.000,588.000,266351.000,394923.000,67.444
ScheduledInternational,Jet Airways,2017,08,4285,17818.000,12364.000,726886.000,2419347.000,2878589.000,84.046,15708.000,171.421,15879.421,198946.000,72090.000,983.000,272019.000,400636.000,67.897
ScheduledInternational,Jet Airways,2017,09,4128,17218.000,11900.000,651328.000,2193451.000,2763565.000,79.370,14861.000,248.000,15109.000,181813.000,69573.000,1420.000,252806.000,381843.000,66.207
ScheduledInternational,Jet Airways,2017,10,4041,17058.000,11745.000,665384.000,2251215.000,2772256.000,81.205,15862.000,261.000,16123.000,187236.000,75321.000,1492.000,264049.000,390062.000,67.694
ScheduledInternational,Jet Airways,2017,11,4282,19189.000,13195.000,694857.000,2476984.000,3059580.000,80.958,17016.000,236.610,17252.610,207159.000,87283.000,1323.000,295765.000,421594.000,70.154
ScheduledInternational,Jet Airways,2017,12,4672,20963.000,14267.000,806340.000,2855503.000,3303475.000,86.439,16942.000,163.830,17105.830,235659.000,86795.000,967.000,323421.000,450971.000,71.717
ScheduledInternational,Jet Airways,2018,01,4723,21007.000,14356.000,810352.000,2878295.000,3279295.000,87.772,15162.000,116.000,15278.000,239179.000,77213.000,631.000,317023.000,446731.000,70.965
ScheduledInternational,Jet Airways,2018,02,3923,17918.000,12192.000,677181.000,2453093.000,2834802.000,86.535,14358.200,92.000,14450.200,204794.500,74912.600,516.400,280223.500,389572.100,71.931
ScheduledInternational,Jet Airways,2018,03,4361,19821.000,13570.700,732276.000,2622714.500,3151667.600,83.217,16614.100,121.380,16735.480,217951.100,85377.000,639.100,303967.200,430825.800,70.555
ScheduledInternational,Jet Airways,2018,04,4110,18772.000,12921.000,659907.000,2380605.800,3026279.400,78.664,17099.900,122.436,17222.336,197215.200,87341.500,618.500,285175.200,417670.900,68.277
ScheduledInternational,Jet Airways,2018,05,4246,19442.000,13320.700,663531.000,2428654.900,3095725.600,78.452,17296.700,149.127,17445.827,200858.300,88425.800,754.400,290038.500,423482.700,68.489
ScheduledInternational,Jet Airways,2018,06,4296,19366.000,13449.900,669682.000,2523735.100,3101597.700,81.369,16457.200,145.532,16602.732,207889.700,85342.600,754.500,293986.800,423134.100,69.478
ScheduledInternational,Jet Airways,2018,07,4518,20217.000,14074.300,739241.000,2720836.900,3228294.100,84.281,16222.200,162.420,16384.620,223359.500,83079.900,860.400,307299.800,439827.200,69.868
ScheduledInternational,Jet Airways,2018,08,4398,19579.000,13742.220,748417.000,2734133.330,3197565.490,85.507,16176.560,165.672,16342.231,224883.690,83431.430,871.420,309186.540,440428.050,70.201
ScheduledInternational,Jet Airways,2018,09,4171,18637.000,13057.792,697813.000,2532829.920,3047220.224,83.119,15711.880,150.891,15862.771,210859.630,81200.630,794.017,292854.277,425390.779,68.844
ScheduledInternational,Jet Airways,2018,10,3825,17470.000,12119.630,617395.000,2293057.620,2837747.630,80.806,15350.000,173.411,15523.411,191694.620,83670.500,932.080,276297.200,398698.540,69.300
ScheduledInternational,Jet Airways,2018,11,3907,18007.000,12447.255,648417.000,2414085.385,2872366.206,84.045,14160.280,134.438,14294.718,201339.063,79423.708,713.803,281476.574,394669.718,71.320
ScheduledInternational,Jet Airways,2018,12,4229,19519.000,13462.378,719050.000,2669808.222,3088888.530,86.433,13929.163,113.423,14042.586,220861.647,77366.731,638.790,298867.168,418757.426,71.370
ScheduledInternational,Jet Airways,2019,01,4241,19561.000,13440.210,733063.000,2737136.720,3088503.730,88.623,11705.730,120.158,11825.888,227448.920,64325.260,672.600,292446.780,415320.670,70.415
ScheduledInternational,Jet Airways,2019,02,3404,16112.000,11109.928,592536.000,2283186.785,2631909.596,86.750,11904.160,104.613,12008.773,190412.649,65928.353,569.298,256910.300,366303.133,70.136
ScheduledInternational,Jet Airways,2019,03,2168,11864.000,8184.203,382130.000,1672637.418,2110896.872,79.238,9745.797,93.161,9838.958,139408.740,58889.946,538.488,198837.174,303211.883,65.577
ScheduledInternational,Jet Airways,2019,04,289,1182.000,1516.800,61411.000,373423.919,458559.962,81.434,2013.447,3.687,2017.134,30705.011,13716.954,23.962,44445.927,72622.161,61.202
ScheduledInternational,Jet Airways,2019,05,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ScheduledInternational,Jet Airways,2019,06,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ScheduledInternational,Pawan Hans,2020,08,0,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
