Year,Quarter,Airline,PaxToIndiaM1,PaxFromIndiaM1,FreightToIndiaM1,FreightFromIndiaM1,PaxToIndiaM2,PaxFromIndiaM2,FreightToIndiaM2,FreightFromIndiaM2,PaxToIndiaM3,PaxFromIndiaM3,FreightToIndiaM3,FreightFromIndiaM3
19,1,SAUDIA,64368,73494,383.86,2051.74,59220,59877,495.07,1813.54,66126,70019,604.62,2172.45
19,2,SAUDIA,68398,77493,646.95,2131.35,65850,74189,733.94,2541.91,75588,51741,567.38,2000.26
19,3,SAUDIA,62194,53531,1042.30,1281.79,49684,62066,486.50,1421.90,44819,66873,567.96,1718.47
19,4,SAUDIA,68764,66662,395.32,1963.75,58923,49337,700.43,1804.36,70174,68271,615.50,5718.97
20,1,SAUDIA,68031,76307,513.67,1761.98,52060,57797,561.21,2017.63,26118,21446,172.76,1308.06
20,2,SAUDIA,0,337,3.06,44.11,458,871,8.76,413.62,3458,1067,48.97,506.13
20,3,SAUDIA,8105,1060,110.23,760.78,3545,718,57.24,564.98,0,0,0.00,0.00
22,1,SAUDIA,18976,34459,229.78,1099.83,25114,25254,197.76,1558.21,31709,38263,328.18,2261.82
22,2,SAUDIA,42334,45148,304.11,2159.74,50325,47830,213.48,1621.87,43933,33561,311.50,1860.01
22,3,SAUDIA,48360,36861,314.94,1365.21,33758,68194,350.27,1387.37,36833,64511,277.38,1426.78
22,4,SAUDIA,52598,50728,285.78,1236.63,45919,42482,176.41,1303.89,53706,51814,205.38,1176.86
23,1,SAUDIA,48563,59783,235.72,1482.45,36957,52066,145.18,2279.01,44573,58317,284.06,2797.05
23,2,SAUDIA,50026,48664,281.71,2072.76,47202,44478,206.49,1586.95,50278,25269,233.74,1458.34
23,3,SAUDIA,50594,42761,95.96,1407.73,48320,76354,140.75,2007.91,54903,66201,188.57,2015.05
23,4,SAUDIA,68612,62993,193.16,2451.75,68299,61586,184.47,2084.80,69038,63455,242.69,2142.85
24,1,SAUDIA,64294,68142,231.77,2670.43,59867,61880,218.90,3038.52,56838,62199,319.94,3157.44
24,2,SAUDIA,63802,61409,408.43,2596.42,52978,23704,261.21,1268.71,35484,19152,54.62,1217.66
15,4,SCAT AIRLINES,235,29,0.00,0.00,657,625,0.00,0.00,598,573,0.00,0.00
16,1,SCAT AIRLINES,924,855,0.00,0.00,470,466,0.00,0.00,634,931,0.00,0.00
16,2,SCAT AIRLINES,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
16,3,SCAT AIRLINES,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
16,4,SCAT AIRLINES,0,0,0.00,0.00,1138,823,0.00,0.00,1153,833,0.00,0.00
17,1,SCAT AIRLINES,1094,1083,0.00,0.00,1045,1070,0.00,0.00,876,1266,0.00,0.00
17,2,SCAT AIRLINES,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
17,4,SCAT AIRLINES,196,0,0.00,0.00,815,668,0.00,0.00,1076,1032,0.00,0.00
18,1,SCAT AIRLINES,896,876,0.00,0.00,827,890,0.00,0.00,800,875,0.00,0.00
18,2,SCAT AIRLINES,2,234,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
18,4,SCAT AIRLINES,0,0,0.00,0.00,905,662,0.00,0.00,913,723,0.00,0.00
19,1,SCAT AIRLINES,1728,1642,0.00,0.00,792,999,0.00,0.00,499,769,0.00,0.00
19,2,SCAT AIRLINES,0,237,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
19,3,SCAT AIRLINES,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
19,4,SCAT AIRLINES,235,16,0.00,0.00,923,837,0.00,0.00,1157,1108,0.00,0.00
20,1,SCAT AIRLINES,934,919,0.00,0.00,909,911,0.00,0.00,434,697,0.00,0.00
21,4,SCAT AIRLINES,0,0,0.00,0.00,0,0,0.00,0.00,858,334,0.00,0.00
22,1,SCAT AIRLINES,368,850,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
22,4,SCAT AIRLINES,185,1,0.00,0.00,907,668,0.00,0.00,1296,752,0.00,0.00
23,1,SCAT AIRLINES,2414,2279,0.00,2.02,2416,2376,0.00,6.96,2477,3061,0.00,8.10
23,2,SCAT AIRLINES,37,367,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
23,4,SCAT AIRLINES,211,0,0.00,0.00,811,736,0.00,0.34,1831,1548,0.00,7.33
24,1,SCAT AIRLINES,1903,1852,0.00,0.00,1672,1711,0.00,0.00,1873,2009,0.00,13.49
16,2,SCOOT PTE LTD.,0,0,0.00,0.00,3218,2252,76.89,71.50,12526,12375,226.75,353.18
16,3,SCOOT PTE LTD.,12999,12484,286.59,379.61,12031,11237,214.25,484.93,10653,10750,340.75,469.56
16,4,SCOOT PTE LTD.,12479,9059,340.75,469.56,13108,10451,216.11,406.29,14694,12294,219.37,375.01
17,1,SCOOT PTE LTD.,14332,11611,225.74,363.43,10056,11046,229.71,394.02,10564,10396,268.66,463.71
17,2,SCOOT PTE LTD.,11592,12556,237.45,375.78,13029,12322,298.42,391.30,14002,12783,322.19,342.16
17,3,SCOOT TIGER AIR,24841,23334,36.84,148.98,35736,30764,305.60,348.90,29885,32755,402.53,566.29
17,4,SCOOT TIGER AIR,36215,30340,343.03,660.93,37204,29308,381.36,649.65,38849,36459,400.82,656.69
18,1,SCOOT TIGER AIR,37529,38051,330.35,582.02,31276,29361,300.83,644.03,31534,31518,301.13,669.16
18,2,SCOOT TIGER AIR,31130,33562,271.90,606.55,37443,34840,350.71,643.26,38407,34085,328.95,482.80
18,3,SCOOT TIGER AIR,34402,33632,297.48,601.58,35590,29398,315.61,609.33,29872,30869,291.84,557.06
18,4,SCOOT TIGER AIR,32931,27870,285.94,636.90,37812,29377,281.41,603.95,38596,35576,305.41,590.07
19,1,SCOOT TIGER AIR,36123,35967,247.67,473.80,26872,30383,61.89,397.42,31208,33327,105.82,399.33
19,2,SCOOT TIGER AIR,33847,38939,334.21,588.89,41208,40071,325.07,537.56,38576,35774,265.95,473.27
19,3,SCOOT TIGER AIR,31575,33515,249.03,491.47,31111,31113,170.70,433.43,29362,32276,234.41,408.46
19,4,SCOOT TIGER AIR,33478,29070,229.03,496.57,40299,36470,255.37,443.48,45671,42841,293.52,409.25
20,1,SCOOT TIGER AIR,43078,43870,256.81,402.32,31415,32498,175.00,452.34,15315,19235,97.38,326.80
20,2,SCOOT TIGER AIR,0,476,55.12,29.09,0,0,0.00,0.00,0,0,0.00,0.00
20,3,SCOOT TIGER AIR,0,0,0.00,0.00,171,15,0.00,0.00,1262,0,0.00,12.30
21,4,SCOOT TIGER AIR,0,0,0.00,0.00,155,5,0.00,0.15,3455,1956,3.90,29.71
22,1,SCOOT TIGER AIR,3789,3012,0.89,26.18,4614,3222,0.41,22.05,9083,7529,0.06,33.41
22,2,SCOOT TIGER AIR,20498,21660,2.58,48.53,24081,27539,2.26,34.50,30356,32060,14.39,31.40
22,3,SCOOT TIGER AIR,28922,35277,11.10,40.95,27336,31115,4.22,85.65,27949,32245,5.69,86.25
22,4,SCOOT TIGER AIR,33169,30408,2.48,84.13,36690,31912,2.48,84.13,41046,37644,1.33,151.80
23,1,SCOOT TIGER AIR,35161,40320,0.56,113.27,26843,33806,1.02,76.45,31515,34472,1.78,77.80
23,2,SCOOT TIGER AIR,32157,38618,1.81,133.44,38576,40335,0.50,116.76,40094,39966,4.34,124.88
23,3,SCOOT TIGER AIR,32903,39316,7.64,158.12,35925,37797,5.56,155.36,31921,36332,17.90,146.16
23,4,SCOOT TIGER AIR,34682,33233,25.73,137.44,36415,30350,21.02,86.29,37873,35733,29.53,74.32
24,1,SCOOT TIGER AIR,35369,31310,6.02,72.58,28848,32441,17.10,82.87,31116,33745,8.28,161.63
24,2,SCOOT TIGER AIR,30502,37725,7.94,167.73,37798,38906,7.49,161.95,33488,33362,7.00,149.03
15,4,SHANDONG AIRLINES,0,0,0.00,0.00,677,421,0.00,0.00,892,991,0.00,0.00
16,1,SHANDONG AIRLINES,1420,910,0.00,0.00,866,1092,0.00,0.00,981,1517,0.00,0.00
16,2,SHANDONG AIRLINES,0,0,0.00,0.00,298,557,0.00,0.00,811,849,0.00,0.00
16,3,SHANDONG AIRLINES,1624,693,0.00,0.00,1055,1340,0.00,0.00,1059,1184,0.00,0.00
16,4,SHANDONG AIRLINES,1327,1366,0.00,0.00,1553,1274,0.00,0.00,1525,1752,0.00,0.00
17,1,SHANDONG AIRLINES,1984,1343,0.00,0.00,1677,2176,0.00,0.00,1719,2434,0.00,0.00
17,2,SHANDONG AIRLINES,1295,1806,0.00,0.00,1205,1813,0.00,0.00,1424,1283,0.00,0.00
17,3,SHANDONG AIRLINES,1881,1059,0.00,0.00,879,1665,0.00,0.00,906,1413,0.00,0.00
17,4,SHANDONG AIRLINES,1252,1854,0.00,0.00,1612,1878,0.00,0.00,1426,1458,0.00,0.00
18,1,SHANDONG AIRLINES,2285,1695,0.00,0.00,1395,1931,0.00,0.00,1340,2313,0.00,0.00
18,2,SHANDONG AIRLINES,1418,1541,0.00,0.00,1129,1750,0.00,0.00,1656,1471,0.00,0.00
18,3,SHANDONG AIRLINES,2081,1263,0.00,0.00,1367,1895,0.00,0.00,1367,1895,0.00,0.00
18,4,SHANDONG AIRLINES,1634,2059,0.00,0.00,1807,1968,0.00,0.00,1585,1968,0.00,0.00
19,1,SHANDONG AIRLINES,1660,1531,0.00,0.00,1432,1888,0.00,0.00,1497,2466,0.00,0.00
19,2,SHANDONG AIRLINES,1626,2324,0.00,0.00,1556,2253,0.00,0.00,1742,1960,0.00,0.00
19,3,SHANDONG AIRLINES,2168,1235,0.00,0.00,1293,2077,0.00,0.00,1639,1905,0.00,0.00
19,4,SHANDONG AIRLINES,1177,1617,0.00,0.00,1945,1827,0.00,0.00,2104,2462,0.00,0.00
20,1,SHANDONG AIRLINES,1923,1397,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
15,1,SILK AIR,16240,23414,43.16,170.59,12498,16438,37.77,170.73,12187,15830,40.25,177.26
15,2,SILK AIR,13977,17436,40.17,147.42,20195,20866,55.99,241.53,18891,17998,67.02,274.16
15,3,SILK AIR,17160,17648,73.93,223.63,16909,20678,98.52,212.43,14226,16867,101.41,220.88
15,4,SILK AIR,16160,17085,82.73,230.18,22177,18212,104.94,218.31,26708,22430,106.92,221.01
16,1,SILK AIR,18335,27700,107.23,177.74,14035,18486,75.55,189.75,15354,17560,109.44,226.02
16,2,SILK AIR,17996,21890,95.38,236.03,23169,23929,99.08,270.60,20601,17617,88.28,286.21
16,3,SILK AIR,19460,20946,99.71,265.05,16891,19269,102.00,252.93,17149,19606,82.01,248.31
16,4,SILK AIR,18506,18773,99.76,282.47,21729,20114,105.78,219.24,30699,24935,105.78,219.24
17,1,SILK AIR,20680,30583,117.62,242.52,14691,22349,59.78,196.27,14348,17659,82.50,231.76
17,2,SILK AIR,16595,20778,83.23,199.31,23579,23815,134.91,279.64,24607,20635,105.98,250.58
17,3,SILK AIR,21287,22920,95.73,263.46,19203,23421,116.73,260.33,19001,23891,99.59,240.61
17,4,SILK AIR,20022,22147,109.23,241.18,24386,21127,96.52,263.11,30315,28242,127.93,297.37
18,1,SILK AIR,20725,31254,100.86,233.85,16680,22937,97.04,204.28,17795,22817,103.78,227.84
18,2,SILK AIR,20812,28779,96.92,220.78,26569,28184,88.73,257.58,24846,23772,79.64,264.47
18,3,SILK AIR,22215,25559,76.97,276.79,21410,25247,74.17,212.62,18720,24736,71.03,285.86
18,4,SILK AIR,21168,22106,77.85,259.76,25295,23833,79.13,238.55,30027,27653,113.34,255.93
19,1,SILK AIR,22505,30692,116.88,243.41,18179,26010,72.75,211.02,19501,25339,103.49,253.34
19,2,SILK AIR,21785,28288,101.88,207.80,24912,25969,124.72,230.93,25241,24970,85.71,200.73
19,3,SILK AIR,22592,25073,114.37,216.89,20167,25481,96.25,205.00,20191,24406,83.78,228.59
19,4,SILK AIR,21873,21588,66.92,213.26,22296,20253,64.06,162.21,24398,21509,74.00,148.00
20,1,SILK AIR,19601,24586,60.00,124.00,12340,19454,56.00,168.00,4649,8613,43.00,100.00
20,2,SILK AIR,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,9.76
20,3,SILK AIR,0,0,0.00,8.40,153,0,0.04,1.23,0,0,0.00,0.00
21,1,SILK AIR,0,0,0.00,0.00,0,0,0.04,1.71,0,0,0.00,0.00
15,1,SINGAPORE AIRLINES,49177,56694,2420.34,2413.37,43862,54289,2197.45,2270.45,45865,56314,2497.58,2527.71
15,2,SINGAPORE AIRLINES,47382,55130,2675.24,2503.88,47021,53670,2733.95,2957.67,58090,54308,2600.82,3000.09
15,3,SINGAPORE AIRLINES,47150,46905,3349.93,2909.33,42407,45296,3413.23,2951.79,39912,39418,3364.28,2657.04
15,4,SINGAPORE AIRLINES,46178,42849,3450.05,2855.15,58395,52010,3310.36,2544.50,55890,49547,4669.03,4538.86
16,1,SINGAPORE AIRLINES,53202,60684,3569.55,3155.20,42547,49950,3146.35,3070.84,48336,52243,3960.70,3582.19
16,2,SINGAPORE AIRLINES,44703,52385,3286.04,3169.43,54355,59140,3516.89,3286.56,48614,44258,3387.26,3393.57
16,3,SINGAPORE AIRLINES,40878,43000,3591.58,3201.53,38064,40431,3339.14,3155.27,34669,35485,3035.27,3216.81
16,4,SINGAPORE AIRLINES,47603,42772,3243.71,3586.75,53735,48929,2947.92,3337.09,45063,37517,3088.42,3328.23
17,1,SINGAPORE AIRLINES,51700,57055,2928.81,3057.73,39725,47778,2209.31,2778.31,43787,50232,3330.80,3129.91
17,2,SINGAPORE AIRLINES,40807,47043,3026.42,3080.70,51496,55988,3053.46,3150.96,60459,55868,3375.40,3262.81
17,3,SINGAPORE AIRLINES,44079,48242,3051.87,3084.61,40121,46582,2815.55,2879.36,47938,52034,3010.28,3242.59
17,4,SINGAPORE AIRLINES,57698,57928,2818.01,3104.16,47434,41444,2867.29,2869.89,54359,50499,3451.10,2853.35
18,1,SINGAPORE AIRLINES,47864,56605,2974.81,2664.75,49255,58873,2751.75,2617.78,55215,65848,3111.39,3252.77
18,2,SINGAPORE AIRLINES,53641,64511,2986.54,3106.46,61952,69677,3295.26,3372.72,63104,59777,3119.96,3029.95
18,3,SINGAPORE AIRLINES,52858,57270,3398.54,3266.06,50302,57528,3250.90,3347.07,52161,56868,3175.99,3023.21
18,4,SINGAPORE AIRLINES,60978,59201,3095.47,2964.92,66397,64525,2678.39,2728.25,69249,66339,2904.22,3017.16
19,1,SINGAPORE AIRLINES,61531,70937,2930.23,2658.53,52014,63768,2199.58,2655.46,57340,65752,3175.77,3361.70
19,2,SINGAPORE AIRLINES,59609,68676,2664.74,2890.46,71387,78414,3085.40,3547.17,73925,70946,3296.26,3658.35
19,3,SINGAPORE AIRLINES,60603,64036,3562.60,3805.97,62610,71658,3316.35,3443.49,64909,66274,3256.88,3368.99
19,4,SINGAPORE AIRLINES,72710,71438,2858.91,3262.21,79776,74118,2752.60,2867.75,79797,76678,3073.00,2875.00
20,1,SINGAPORE AIRLINES,70988,80095,2252.60,2663.00,50452,62959,1895.00,2787.00,21831,35696,1620.00,2075.00
20,2,SINGAPORE AIRLINES,0,208,15.74,14.27,0,296,10.70,0.00,0,0,55.38,67.50
20,3,SINGAPORE AIRLINES,0,0,87.73,80.47,0,225,79.10,86.48,0,0,47.28,64.88
20,4,SINGAPORE AIRLINES,0,0,70.43,23.03,0,0,4.77,15.89,0,0,43.94,42.00
21,1,SINGAPORE AIRLINES,0,0,40.23,28.59,0,0,11.13,10.81,0,0,11.16,7.37
21,4,SINGAPORE AIRLINES,0,0,0.00,0.00,2295,607,115.20,111.73,24736,27896,2076.84,1648.57
22,1,SINGAPORE AIRLINES,8976,24837,2366.84,1876.28,11725,23478,1753.50,1761.83,31231,37823,2360.93,2093.50
22,2,SINGAPORE AIRLINES,60286,67019,2355.34,1918.31,62882,81882,2436.81,2032.36,76868,80061,2578.87,2502.92
22,3,SINGAPORE AIRLINES,72399,87330,2357.67,2941.36,74522,89684,1947.85,1920.52,83220,91999,2453.25,2467.15
22,4,SINGAPORE AIRLINES,93754,90474,2031.68,2478.63,103745,90794,2127.37,2383.36,105822,95622,2497.26,2511.00
23,1,SINGAPORE AIRLINES,81032,106883,2035.62,2178.37,73069,95685,1955.79,2560.31,79607,100521,2693.04,2859.03
23,2,SINGAPORE AIRLINES,82800,104553,2576.84,2809.82,90758,101743,2623.80,2688.88,99502,97202,2772.43,2622.22
23,3,SINGAPORE AIRLINES,83406,96680,3179.35,2855.53,81397,96793,3544.79,2794.03,85736,95165,3364.17,2865.05
23,4,SINGAPORE AIRLINES,100255,97069,3359.36,2927.30,110037,97957,2777.77,2912.54,111746,106904,3376.73,3098.61
24,1,SINGAPORE AIRLINES,93332,114932,3322.56,3032.67,84420,97669,3014.77,3158.31,90896,104753,3257.69,3383.17
24,2,SINGAPORE AIRLINES,85979,104377,3073.15,2723.01,98651,106785,3544.16,2794.03,98574,96931,3660.68,3193.54
15,1,SOUTHA AFRICAN AIRLINES,4278,6226,12.33,286.21,2307,2821,26.32,176.32,1898,2869,13.97,181.65
15,1,SPICEJET,37882,42468,0.00,115.68,32841,40944,0.00,154.05,44737,37807,195.58,0.00
15,2,SPICEJET,42360,49736,0.00,207.82,44465,50169,0.00,264.31,43637,42596,0.00,263.84
15,3,SPICEJET,46181,40404,0.00,261.86,38760,50297,15.76,214.47,39802,48743,0.00,295.26
15,4,SPICEJET,40334,47544,74.29,410.78,49809,51563,58.64,309.96,60855,60980,70.11,395.40
16,1,SPICEJET,59633,63133,76.11,402.64,60194,66200,53.32,349.27,71017,75178,94.22,439.93
16,2,SPICEJET,66101,73478,121.31,393.20,67278,75118,107.62,467.28,69443,60019,58.55,413.61
16,3,SPICEJET,73407,65546,63.39,365.51,59608,69842,63.62,407.80,64386,72985,113.90,441.87
16,4,SPICEJET,66707,70135,61.36,571.60,68427,68340,102.21,541.34,77355,74065,88.51,493.32
17,1,SPICEJET,75312,77755,116.30,403.85,64632,69394,95.83,411.19,72940,76388,99.31,503.39
17,2,SPICEJET,72078,76602,122.68,465.33,80429,81923,86.99,492.39,79745,71485,108.61,541.74
17,3,SPICEJET,83015,77576,71.48,664.08,80111,83021,68.58,689.32,66924,82180,92.86,613.77
17,4,SPICEJET,79392,82272,110.38,660.54,79407,79856,119.90,597.68,89911,89006,143.65,623.66
18,1,SPICEJET,91698,93602,151.58,628.73,81137,82280,134.17,554.27,86977,88577,133.04,637.25
18,2,SPICEJET,84437,88376,138.56,570.82,90034,94123,135.69,554.15,90195,82710,166.40,718.68
18,3,SPICEJET,95389,89148,222.52,744.69,88756,90679,145.82,729.81,82249,94138,168.41,664.57
18,4,SPICEJET,91029,90215,365.76,998.61,97650,94162,522.26,1281.25,112238,106229,1241.86,1139.53
19,1,SPICEJET,108343,104191,874.59,935.86,86058,88133,346.91,3320.39,94750,96050,1295.16,1147.62
19,2,SPICEJET,95013,101243,1201.14,1307.17,106598,106450,522.14,932.63,116328,99010,538.38,852.45
19,3,SPICEJET,118174,105336,731.60,1353.74,120871,130060,491.65,1603.98,116346,133746,557.75,1634.19
19,4,SPICEJET,128336,129152,517.22,2373.73,138057,134415,287.65,2053.33,145501,143741,334.19,1659.04
20,1,SPICEJET,138902,137773,464.86,1605.28,115057,118392,502.21,1700.41,62321,52727,543.04,1221.84
20,2,SPICEJET,0,0,604.24,900.90,15,272,1101.85,2564.60,27101,875,549.78,3215.22
20,3,SPICEJET,45669,1271,763.78,4040.86,20676,6563,1160.54,3289.50,24531,18344,2132.31,2857.69
20,4,SPICEJET,40080,31229,2759.87,2813.49,45860,33944,1388.53,2374.90,46968,39139,1329.27,3088.07
21,1,SPICEJET,51444,45383,1110.29,2607.32,41855,40310,661.90,2509.08,44810,42079,921.08,3206.42
21,2,SPICEJET,34117,33873,2472.88,3162.69,9304,2257,2720.54,2160.42,4167,1723,2095.85,2959.17
21,3,SPICEJET,4610,7445,2590.32,4097.89,6941,22583,2648.62,2556.97,20488,37777,2764.01,2142.54
21,4,SPICEJET,37103,46275,2828.28,1752.20,40487,42206,2764.27,1538.42,49815,55076,2393.29,1380.54
22,1,SPICEJET,42334,63110,1779.96,1068.41,38222,50017,1342.59,900.98,57676,59354,2151.91,979.58
22,2,SPICEJET,57745,57238,46.40,480.07,68959,82173,20.45,511.46,76810,75092,22.53,567.92
22,3,SPICEJET,83029,75637,21.04,692.45,69013,86866,24.36,615.68,69414,87384,62.12,650.49
22,4,SPICEJET,75253,82539,57.55,540.54,79584,84274,71.25,536.72,90895,94973,81.23,569.86
23,1,SPICEJET,84389,92077,50.80,550.74,76879,84164,36.54,504.51,81825,94962,39.37,530.40
23,2,SPICEJET,71597,82516,87.13,144.12,74343,80650,34.18,156.74,59721,50085,13.30,112.27
23,3,SPICEJET,69097,65760,31.48,105.35,59822,80844,29.72,116.28,57313,76714,10.69,146.25
23,4,SPICEJET,73313,76491,3.61,404.44,77803,74662,16.73,8.99,86444,90042,9.37,28.54
24,1,SPICEJET,89504,96274,126.72,555.02,73091,80103,17.67,187.83,75307,81476,55.61,669.39
24,2,SPICEJET,63194,69916,41.25,455.42,68720,74346,61.08,658.04,74798,65295,164.26,737.43
17,3,SRILANKAN AIRWAYS,73688,77799,1071.50,1735.81,90470,81278,1009.64,1748.05,68172,87823,985.76,2067.15
17,4,SRILANKAN AIRWAYS,85369,84986,1298.90,1904.73,81852,82213,1048.93,1942.20,91491,94658,1169.98,1888.99
18,1,SRILANKAN AIRWAYS,94468,94278,1143.40,1834.19,75998,79428,1086.46,1837.22,80588,88694,1272.11,2084.88
18,2,SRILANKAN AIRWAYS,80571,88790,1208.14,1800.65,101366,98670,1200.89,1933.56,91610,80427,1116.43,1724.36
18,3,SRILANKAN AIRWAYS,77058,73606,1054.10,1726.68,82900,76873,908.20,1795.31,63648,82236,722.78,1813.02
18,4,SRILANKAN AIRWAYS,75540,78146,809.59,1344.60,73905,74376,892.82,1367.74,76800,77643,910.18,1723.58
19,1,SRILANKAN AIRWAYS,80115,78044,808.51,1537.82,67764,71636,735.81,1448.39,74699,79157,838.67,1774.72
19,2,SRILANKAN AIRWAYS,66568,76138,787.48,1388.37,79932,74067,846.92,1652.68,85307,70628,876.40,1398.16
19,3,SRILANKAN AIRWAYS,81938,68730,758.88,1454.56,75822,83183,756.06,1465.33,68761,78957,813.67,1391.53
19,4,SRILANKAN AIRWAYS,78002,83696,874.85,1518.63,78409,80185,808.51,1364.03,85790,83232,795.76,1334.78
20,1,SRILANKAN AIRWAYS,83419,85710,523.26,1307.42,73916,78209,695.43,3118.11,36571,30844,400.68,893.71
20,2,SRILANKAN AIRWAYS,0,582,0.09,3.00,0,488,55.20,100.35,562,303,183.79,204.49
20,3,SRILANKAN AIRWAYS,4,75,189.06,265.62,813,618,198.87,249.06,268,130,260.12,259.47
20,4,SRILANKAN AIRWAYS,27,1686,403.68,468.31,38,1312,514.30,409.85,242,1809,575.27,654.29
21,1,SRILANKAN AIRWAYS,130,2176,458.50,477.89,465,1359,626.56,426.83,275,1492,714.72,469.93
21,2,SRILANKAN AIRWAYS,796,840,651.75,538.80,252,18,558.64,360.18,176,46,639.11,456.74
21,3,SRILANKAN AIRWAYS,474,439,498.40,522.15,676,623,476.53,604.17,4314,8438,645.99,633.07
21,4,SRILANKAN AIRWAYS,16007,15507,556.67,688.04,31897,31012,422.27,555.13,37250,34807,366.38,685.17
22,1,SRILANKAN AIRWAYS,24480,29373,320.48,623.03,21795,30518,328.80,576.11,34969,38222,501.35,782.06
22,2,SRILANKAN AIRWAYS,36839,38227,575.63,987.14,34596,40008,631.87,888.21,39671,33448,618.99,850.85
22,3,SRILANKAN AIRWAYS,38215,34495,450.21,479.07,30355,40822,387.91,739.94,28903,36623,401.73,761.46
22,4,SRILANKAN AIRWAYS,39069,38582,395.71,782.91,37425,35669,354.45,639.23,44557,44955,333.79,729.55
23,1,SRILANKAN AIRWAYS,42828,48703,316.68,696.92,36660,39651,368.88,640.02,37346,40262,476.22,764.23
23,2,SRILANKAN AIRWAYS,35848,41237,349.45,646.05,47592,47359,422.87,784.34,43490,36816,434.31,619.83
23,3,SRILANKAN AIRWAYS,40647,45620,377.26,718.63,41635,48610,379.42,864.36,36653,46605,402.10,840.64
23,4,SRILANKAN AIRWAYS,40474,43439,422.69,853.95,41324,40234,438.24,743.02,42018,44471,424.09,709.03
24,1,SRILANKAN AIRWAYS,45211,52043,433.24,761.25,36010,41422,546.77,791.24,34585,39429,561.93,942.88
24,2,SRILANKAN AIRWAYS,30208,39113,413.90,698.10,37014,46321,433.01,910.74,39741,31816,460.30,1007.03
15,1,SRILNKAN AIRWAYS,54471,56447,871.11,1396.58,44758,48156,736.99,1462.75,46870,52470,789.97,1694.40
15,2,SRILNKAN AIRWAYS,49115,57669,517.49,1426.90,65596,64455,506.01,1439.41,59737,50654,550.46,1550.03
15,3,SRILNKAN AIRWAYS,54450,46938,802.99,1710.87,57895,60031,607.28,1452.94,46276,61878,568.21,1322.37
15,4,SRILNKAN AIRWAYS,51229,54363,682.03,1321.23,51914,51311,583.45,1039.41,53655,54037,874.16,1038.05
16,1,SRILNKAN AIRWAYS,55999,56324,654.07,1244.37,48461,52944,529.02,1204.81,52801,55658,759.20,3615.68
16,2,SRILNKAN AIRWAYS,44965,56792,706.87,1554.02,61935,60008,677.84,1708.83,62837,48453,775.13,1908.00
16,3,SRILNKAN AIRWAYS,59540,50134,943.94,1580.14,60452,61591,880.89,1752.35,52413,62382,799.33,1515.47
16,4,SRILNKAN AIRWAYS,59118,59824,953.42,1531.55,63853,69155,688.09,1568.72,70507,71440,766.58,1630.22
17,1,SRILNKAN AIRWAYS,57623,56226,702.83,1280.74,47434,47993,632.81,1395.28,52197,54815,738.37,1528.47
17,2,SRILNKAN AIRWAYS,59391,67204,787.16,1834.47,83828,82873,752.73,1911.69,79899,65591,934.79,1859.91
15,1,SWISS AIR,12071,13195,678.33,864.92,10438,12014,681.25,863.59,9990,13564,817.09,1140.14
15,2,SWISS AIR,8509,13362,643.44,947.02,10656,14061,711.33,927.70,13179,13498,767.88,898.04
15,3,SWISS AIR,13216,12854,901.58,895.99,10716,13020,794.08,897.19,10286,12233,770.35,822.16
15,4,SWISS AIR,10286,12233,770.35,822.16,13250,11428,736.89,878.47,13123,11267,800.61,943.97
16,1,SWISS AIR,11864,13640,751.31,959.12,10461,11690,784.73,524.03,9377,13426,770.38,998.75
16,2,SWISS AIR,7569,13578,774.30,983.25,9194,13729,767.24,970.85,13302,13454,747.79,958.08
16,3,SWISS AIR,12827,11853,702.76,939.81,9592,12714,701.61,899.02,10130,12447,732.27,928.89
16,4,SWISS AIR,12888,11257,831.28,1053.91,13188,12029,701.88,827.36,13571,12861,878.82,866.41
17,1,SWISS AIR,12151,13824,737.73,919.73,10292,11894,719.97,802.70,8441,13636,945.49,1048.83
17,2,SWISS AIR,9386,13159,833.71,1099.13,10250,13666,866.30,1149.19,12835,12893,868.65,1274.78
17,3,SWISS AIR,13439,12451,799.19,1187.19,9939,12725,710.49,900.53,9879,11671,817.19,1042.69
17,4,SWISS AIR,12544,11571,893.81,1119.02,11981,11355,806.38,1060.02,13624,12545,847.46,934.77
18,1,SWISS AIR,10897,13339,763.25,889.41,10562,11848,829.31,930.82,10058,13562,943.09,990.60
18,2,SWISS AIR,8030,13420,868.47,1026.52,9692,13819,809.45,1115.02,13011,13141,768.86,1080.67
18,3,SWISS AIR,12142,11608,785.78,961.36,10484,13079,762.09,1017.86,10146,12501,732.14,978.46
18,4,SWISS AIR,12959,11184,706.35,1021.23,11951,11038,604.59,807.59,13577,11709,694.93,852.12
